Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy ISO3A Code,Reporting Economy,Partner Economy Code,Partner Economy ISO3A Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M08,August,M,Monthly,USM,Million US dollar,2023,,,,431.762161
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M09,September,M,Monthly,USM,Million US dollar,2023,,,,264.482681
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M09,September,M,Monthly,USM,Million US dollar,2022,,,,349.366614
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M10,October,M,Monthly,USM,Million US dollar,2022,,,,260
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M10,October,M,Monthly,USM,Million US dollar,2023,,,,260.508824
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M11,November,M,Monthly,USM,Million US dollar,2023,,,,307.170062
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M11,November,M,Monthly,USM,Million US dollar,2022,,,,274.702486
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M12,December,M,Monthly,USM,Million US dollar,2022,,,,341.966481
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SG,Financial services,M12,December,M,Monthly,USM,Million US dollar,2023,,,,363.054111
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M01,January,M,Monthly,USM,Million US dollar,2022,E,Estimate,,3147.415781
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M01,January,M,Monthly,USM,Million US dollar,2023,E,Estimate,,2215.465584
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M02,February,M,Monthly,USM,Million US dollar,2023,E,Estimate,,3046.161769
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M02,February,M,Monthly,USM,Million US dollar,2022,E,Estimate,,2804.520693
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M03,March,M,Monthly,USM,Million US dollar,2022,,,,4974.091423
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M03,March,M,Monthly,USM,Million US dollar,2023,,,,4589.432699
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M04,April,M,Monthly,USM,Million US dollar,2023,,,,3500.897601
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M04,April,M,Monthly,USM,Million US dollar,2022,,,,3616.660169
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M05,May,M,Monthly,USM,Million US dollar,2022,,,,3355.320161
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M05,May,M,Monthly,USM,Million US dollar,2023,,,,4172.771926
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M06,June,M,Monthly,USM,Million US dollar,2023,,,,3745.580584
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M06,June,M,Monthly,USM,Million US dollar,2022,,,,4283.416662
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M07,July,M,Monthly,USM,Million US dollar,2022,,,,3948.961214
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M07,July,M,Monthly,USM,Million US dollar,2023,,,,3852.740626
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M08,August,M,Monthly,USM,Million US dollar,2023,,,,3487.109732
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M08,August,M,Monthly,USM,Million US dollar,2022,,,,3899.84824
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M09,September,M,Monthly,USM,Million US dollar,2022,,,,4161.871893
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M09,September,M,Monthly,USM,Million US dollar,2023,,,,3614.682753
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M10,October,M,Monthly,USM,Million US dollar,2023,,,,2954.506477
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M10,October,M,Monthly,USM,Million US dollar,2022,,,,3030
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M11,November,M,Monthly,USM,Million US dollar,2022,,,,2838.994816
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M11,November,M,Monthly,USM,Million US dollar,2023,,,,2518.581668
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M12,December,M,Monthly,USM,Million US dollar,2023,,,,4793.595448
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SH,Charges for the use of intellectual property n.i.e.,M12,December,M,Monthly,USM,Million US dollar,2022,,,,4364.705187
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M01,January,M,Monthly,USM,Million US dollar,2022,E,Estimate,,3168.610069
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M01,January,M,Monthly,USM,Million US dollar,2023,E,Estimate,,3952.645126
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M02,February,M,Monthly,USM,Million US dollar,2023,E,Estimate,,3369.928999
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M02,February,M,Monthly,USM,Million US dollar,2022,E,Estimate,,3662.59555
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M03,March,M,Monthly,USM,Million US dollar,2022,,,,3424.733185
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M03,March,M,Monthly,USM,Million US dollar,2023,,,,3935.752332
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M04,April,M,Monthly,USM,Million US dollar,2023,,,,2847.510655
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M04,April,M,Monthly,USM,Million US dollar,2022,,,,3104.861663
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M05,May,M,Monthly,USM,Million US dollar,2022,,,,3255.734721
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M05,May,M,Monthly,USM,Million US dollar,2023,,,,3592.174908
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M06,June,M,Monthly,USM,Million US dollar,2023,,,,3622.250905
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M06,June,M,Monthly,USM,Million US dollar,2022,,,,3176.64984
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M07,July,M,Monthly,USM,Million US dollar,2022,,,,2875.863989
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M07,July,M,Monthly,USM,Million US dollar,2023,,,,2950.189073
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M08,August,M,Monthly,USM,Million US dollar,2023,,,,3139.625881
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M08,August,M,Monthly,USM,Million US dollar,2022,,,,3521.378888
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M09,September,M,Monthly,USM,Million US dollar,2022,,,,2947.524284
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M09,September,M,Monthly,USM,Million US dollar,2023,,,,2676.296102
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M10,October,M,Monthly,USM,Million US dollar,2023,,,,2216.955432
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M10,October,M,Monthly,USM,Million US dollar,2022,,,,2670
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M11,November,M,Monthly,USM,Million US dollar,2022,,,,3072.994818
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M11,November,M,Monthly,USM,Million US dollar,2023,,,,2633.228543
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M12,December,M,Monthly,USM,Million US dollar,2023,,,,3731.176482
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SI,"Telecommunications, computer, and information services",M12,December,M,Monthly,USM,Million US dollar,2022,,,,3151.819591
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M01,January,M,Monthly,USM,Million US dollar,2022,E,Estimate,,4613.074373
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M01,January,M,Monthly,USM,Million US dollar,2023,E,Estimate,,3721.219208
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M02,February,M,Monthly,USM,Million US dollar,2023,E,Estimate,,4642.819088
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M02,February,M,Monthly,USM,Million US dollar,2022,E,Estimate,,3489.426143
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M03,March,M,Monthly,USM,Million US dollar,2022,,,,4372.559255
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M03,March,M,Monthly,USM,Million US dollar,2023,,,,5572.035925
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M04,April,M,Monthly,USM,Million US dollar,2023,,,,4912.951603
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M04,April,M,Monthly,USM,Million US dollar,2022,,,,3599.910865
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M05,May,M,Monthly,USM,Million US dollar,2022,,,,3939.041609
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M05,May,M,Monthly,USM,Million US dollar,2023,,,,4927.832472
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M06,June,M,Monthly,USM,Million US dollar,2023,,,,5172.635847
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M06,June,M,Monthly,USM,Million US dollar,2022,,,,4802.321727
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M07,July,M,Monthly,USM,Million US dollar,2022,,,,4702.349685
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M07,July,M,Monthly,USM,Million US dollar,2023,,,,4960.07304
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M08,August,M,Monthly,USM,Million US dollar,2023,,,,4778.099559
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M08,August,M,Monthly,USM,Million US dollar,2022,,,,4208.779893
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M09,September,M,Monthly,USM,Million US dollar,2022,,,,5183.927915
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M09,September,M,Monthly,USM,Million US dollar,2023,,,,5138.279455
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M10,October,M,Monthly,USM,Million US dollar,2023,,,,4294.11966
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M10,October,M,Monthly,USM,Million US dollar,2022,,,,3360
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M11,November,M,Monthly,USM,Million US dollar,2022,,,,4649.90749
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M11,November,M,Monthly,USM,Million US dollar,2023,,,,5182.799876
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M12,December,M,Monthly,USM,Million US dollar,2023,,,,7332.446841
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SJ,Other business services,M12,December,M,Monthly,USM,Million US dollar,2022,,,,5538.879801
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M01,January,M,Monthly,USM,Million US dollar,2023,E,Estimate,,196.259028
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M01,January,M,Monthly,USM,Million US dollar,2022,E,Estimate,,188.241334
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M02,February,M,Monthly,USM,Million US dollar,2022,E,Estimate,,117.780782
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M02,February,M,Monthly,USM,Million US dollar,2023,E,Estimate,,159.893329
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M03,March,M,Monthly,USM,Million US dollar,2023,,,,310.71565
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M03,March,M,Monthly,USM,Million US dollar,2022,,,,225.227593
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M04,April,M,Monthly,USM,Million US dollar,2022,,,,144.146131
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M04,April,M,Monthly,USM,Million US dollar,2023,,,,299.074198
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M05,May,M,Monthly,USM,Million US dollar,2023,,,,272.14627
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M05,May,M,Monthly,USM,Million US dollar,2022,,,,178.737578
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M06,June,M,Monthly,USM,Million US dollar,2022,,,,229.696184
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M06,June,M,Monthly,USM,Million US dollar,2023,,,,360.741657
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M07,July,M,Monthly,USM,Million US dollar,2023,,,,371.364334
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M07,July,M,Monthly,USM,Million US dollar,2022,,,,237.662888
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M08,August,M,Monthly,USM,Million US dollar,2022,,,,190.953303
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M08,August,M,Monthly,USM,Million US dollar,2023,,,,360.138133
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M09,September,M,Monthly,USM,Million US dollar,2023,,,,320.417863
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M09,September,M,Monthly,USM,Million US dollar,2022,,,,280.162379
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M10,October,M,Monthly,USM,Million US dollar,2022,,,,230
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M10,October,M,Monthly,USM,Million US dollar,2023,,,,342.908934
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M11,November,M,Monthly,USM,Million US dollar,2023,,,,437.140475
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M11,November,M,Monthly,USM,Million US dollar,2022,,,,250.209629
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M12,December,M,Monthly,USM,Million US dollar,2022,,,,340.751025
Trade in commercial services,ITS_CS_MM,Commercial services imports of selected economies ? monthly,156,CHN,China,000,,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),SK,"Personal, cultural, and recreational services",M12,December,M,Monthly,USM,Million US dollar,2023,,,,602.074244
